"verb","variety","corpus","genre","year","transitivity","negation","interpretator","interpretator_type","complementizer","year_bins_20","year_bins_40","year_bins_100","macro_genre","AmE_c","interpretator_present","year_c"
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","by thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","by believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","by accepting","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","in thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","in thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","in thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","n","none","none","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"reflexive","y","none","none","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
